filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
MienBac_1013.wav,0.44563523,0.025672983,1426.8545815609134,1447.572873457791,2938.7514785981516,-434.14548,129.5913,-27.540972,29.144886,0.7350297,-8.640589,8.665657,0.4863452,-9.884814,2.7281194,-2.1396024,-3.3429062,-1.6011696,-8.011348,3.5829651,-4.405681,-6.71703,-1.0338962,-2.5480754,-5.037118,North
MienBac_1014.wav,0.4459952,0.033715665,1309.281978790521,1415.5681468328958,2789.7572740216124,-435.6002,131.38264,-20.635706,16.64139,-6.3881087,-14.253346,10.955356,-3.2529721,-9.715613,5.476246,-1.7407708,-1.7545087,-0.29845902,-4.2502146,-0.88538593,-6.5356045,-7.6026616,-6.2636003,-6.172175,-6.867428,North
MienBac_1015.wav,0.34834215,0.039105747,1262.2466149055206,1239.2308288935417,2536.316114856351,-364.74637,158.21803,-48.069622,28.8878,-4.406466,-26.09035,5.9272394,-6.4401283,-17.122509,6.517015,-6.3339725,-2.5870466,1.9723967,-5.990677,3.2705436,-6.348972,-7.6634235,-5.1352468,-3.9866054,-11.316753,North
MienBac_1016.wav,0.4205923,0.033196807,1457.358053948607,1449.3402829948607,3148.4064875422296,-415.14835,122.199905,-29.849987,20.718348,-0.8235702,-18.664986,6.199773,-5.723435,-14.209409,3.8599584,-1.9441423,-2.3070068,3.3276527,-7.018692,1.333662,-0.36613554,-7.842672,-2.0462914,-2.1713734,-6.0793443,North
MienBac_1017.wav,0.47352716,0.023436049,1540.9438644016066,1592.795287910217,3239.892578125,-467.75092,114.53154,-15.847135,30.850452,1.67078,-3.3587976,5.3316846,-0.74960196,-11.579035,3.3464136,-1.134889,-3.3778477,2.370598,-6.093142,2.7680767,-2.7785947,-5.4147353,-3.636184,-2.0699365,-3.6988842,North
MienBac_1018.wav,0.41070792,0.05803335,1350.0805814206972,1294.229186208204,2644.181640625,-333.13953,142.57285,-46.10679,18.361803,-9.930907,-18.474104,4.759371,-2.4559906,-13.39963,7.4251866,-2.1780722,-7.1454754,-1.7884126,-8.012708,-1.0549346,-8.368025,-9.283205,-6.353288,-3.6872268,-8.507358,North
MienBac_1019.wav,0.44306874,0.034121722,1677.672081366035,1420.8859148166794,3227.9617309570312,-378.20038,130.66609,-57.270992,37.981346,-5.308598,-15.635935,1.8859873,-0.35124,-11.401242,4.02323,-1.3133204,-7.8752255,-0.019747257,-7.8709545,2.5708144,-4.738266,-7.4623995,-3.3394465,-3.2320294,-7.914504,North
MienBac_102.wav,0.51608485,0.023367262,1675.0384980362903,1697.423493412638,3656.0894305889424,-426.0991,104.80825,-24.8006,33.600254,-10.400497,1.747413,12.837635,-1.7183142,2.968848,4.3644505,4.3520975,4.175252,6.345178,1.6727309,6.3192883,1.4983976,-0.07856929,6.460636,0.995542,3.1278303,North
MienBac_1020.wav,0.4094146,0.042669076,1504.8138721011173,1410.5311417410617,2977.119140625,-378.0681,123.0381,-38.167362,26.634888,-6.406161,-15.302016,6.35508,-3.7763252,-11.408222,7.5762153,-0.99239624,-4.909287,-1.4400384,-8.358236,-0.14726968,-5.132724,-7.757186,-6.5404778,-5.1484256,-6.3668876,North
MienBac_1021.wav,0.40810207,0.036949288,1597.1182505438558,1353.7791248959702,3145.462646484375,-369.01852,126.37546,-61.955658,24.84753,-1.5535941,-25.36361,2.1320608,-4.788727,-2.6989822,9.97989,-7.506972,-8.929678,-1.2803978,-2.8300753,-1.8693117,-9.095874,-4.072729,-3.0046122,-6.7016635,-7.99735,North
MienBac_1022.wav,0.4522043,0.025252216,1286.437056514093,1317.5502393621698,2400.478147110849,-432.11725,146.79257,-20.235794,21.630224,-10.709428,-18.828238,10.241362,-4.8379292,-10.124179,2.8044493,-5.7133927,-4.506538,1.4103962,-4.8953676,-0.77836126,-2.4167385,-7.318664,-3.2170184,-4.049618,-8.367867,North
MienBac_1023.wav,0.41211048,0.051906973,1430.3960689955284,1379.3253123086465,2873.7490968208094,-352.3661,126.71327,-40.45452,31.202473,-4.3431625,-15.487352,0.09460925,-4.5142236,-9.055369,4.68683,-6.499925,-3.6322575,2.208375,-8.704957,2.5726552,-6.2857375,-4.9483805,-3.2932289,-8.903424,-5.8292003,North
MienBac_1024.wav,0.57756853,0.018464616,1492.515030974947,1619.9897003328779,3228.9409348060344,-481.65753,92.16843,2.1972985,13.939016,4.902553,0.86020595,6.0245395,1.1169676,-2.0132399,5.469118,2.8862653,1.9720402,1.2889193,-3.5877025,1.5475818,-1.0319605,-4.1186976,-3.5342884,-3.4479773,-2.5858958,North
MienBac_1025.wav,0.53235346,0.00067258964,1443.8110701262522,1733.9333193942693,3258.83077973301,-624.6024,169.6177,-39.924225,58.063595,-41.334213,40.140038,-24.567167,17.559486,-9.386246,10.78997,10.346231,-2.6616209,10.4157095,-10.537386,10.249599,-10.610811,5.881314,-7.322154,3.359166,-4.4501424,North
MienBac_1026.wav,0.4030389,0.07359572,1194.8207159902013,1268.3204058300407,2280.1991429822197,-343.0116,122.36339,-27.491024,11.648212,-5.799376,-12.566937,8.001827,-3.5762768,-14.383561,8.7724495,-1.0660938,0.08808655,1.9561859,-8.804701,1.3387033,-7.390471,-7.070568,-5.0940185,-4.409094,-7.6391606,North
MienBac_1027.wav,0.47534445,0.016584706,1434.7083098523758,1637.3394313710046,3256.077774711277,-501.3824,102.15542,-1.1568145,21.066872,9.079935,0.6783108,3.4582553,0.5868797,-4.070186,7.236427,0.6327898,-2.0417743,1.620635,-4.6921387,-0.31044185,-2.5562515,-2.998911,-1.7123113,-2.7110097,-5.131626,North
MienBac_1028.wav,0.34979585,0.060082264,1429.297137186923,1338.4380112908268,2928.6326532778535,-339.22864,136.19287,-54.047134,26.947302,-12.954082,-25.019468,5.7693486,-9.106952,-19.097832,12.304925,-8.903156,-4.7745605,3.1066833,-11.682217,0.08709977,-8.576335,-4.7863116,-5.747759,-6.0739527,-9.260121,North
MienBac_1029.wav,0.39423507,0.05635246,1336.167760445367,1297.5424122770821,2671.282997860271,-354.7784,133.79538,-37.1899,11.940365,-18.298622,-20.664835,14.032777,-7.0070777,-17.430767,8.448544,-1.783462,-2.2264469,-0.17186859,-7.804188,0.7294839,-7.2803535,-7.096269,-3.3267071,-5.3105774,-8.321376,North
MienBac_103.wav,0.42955908,0.027218908,1750.760186164047,1706.1628219807142,3768.665489783654,-417.01254,94.91787,-28.009233,49.096603,-10.913001,-3.1127346,11.681624,-5.5095415,3.6393778,3.057336,2.639074,5.0438113,4.5409203,3.5887713,6.726739,1.3218828,1.3213943,4.0402455,-0.9312154,-1.2454948,North
MienBac_1030.wav,0.49657422,0.034292217,1280.867933971342,1430.9251877466495,2758.941650390625,-448.15503,107.6559,-8.011929,10.512481,6.1357718,-7.7285857,6.811172,0.92576534,-3.061308,9.977241,0.7771576,-2.3629308,0.15361412,-4.6614313,-1.0093466,-2.398846,-6.3739376,-4.5592656,-1.7412679,-6.1132803,North
MienBac_1031.wav,0.44618982,0.03397682,1477.219959877857,1319.8325965435658,2847.2911161534926,-374.32492,143.4525,-43.861725,25.802198,-6.245176,-17.571793,3.2350566,-4.3099217,-8.785009,5.4540834,-3.5061297,-6.096603,-1.0537572,-6.008061,-1.0647228,-5.5654974,-5.3740234,-2.084985,-4.1718965,-9.051583,North
MienBac_1032.wav,0.43044922,0.03137615,1480.7596469902562,1386.2505958960198,2913.28857421875,-409.51807,136.41444,-34.82748,26.663128,-7.85157,-19.171618,6.111668,-1.357194,-10.050155,3.1366413,-3.9243765,-2.458388,-0.46796167,-10.568344,1.2794267,-4.7869787,-8.826839,-1.9309978,-2.2142699,-7.615155,North
MienBac_1033.wav,0.4342429,0.03176865,1556.506710158279,1430.4074699876053,3165.0618489583335,-403.44437,131.55524,-48.693447,37.87533,-3.3152354,-19.267841,3.4606998,-6.6506014,-10.609979,2.2211826,-5.0493717,-2.5698562,1.7894417,-7.0122857,1.8014352,-5.4955053,-7.6261086,-2.2051237,-4.52434,-7.18992,North
MienBac_1034.wav,0.45688298,0.024194684,1362.120931961313,1479.699177790304,2931.8994140625,-448.70975,121.58218,-12.631571,21.250784,-0.34837455,-11.178566,6.9834023,-3.9165807,-9.413591,5.799393,-1.1229004,-2.137763,2.2528694,-2.6825588,1.2913883,-3.0150476,-3.9434412,0.4571859,-1.8323919,-5.561044,North
MienBac_1035.wav,0.4158046,0.04021137,1482.4927155675762,1281.4627721547852,2879.321884527439,-365.78854,147.88242,-66.331505,16.285954,-9.253197,-18.250277,11.376279,-7.6619196,-12.608894,9.158722,-1.1818606,-2.9615686,1.6436744,-6.2571964,-0.65091693,-5.0848784,-7.6571317,-3.1313527,-2.962324,-10.048903,North
MienBac_1036.wav,0.4400217,0.04593592,1518.6151875964154,1282.5245210709518,2914.6087646484375,-356.00787,145.31648,-68.32875,8.1963825,-6.8777127,-17.982967,9.4603815,-3.4388738,-7.217403,14.664356,-2.4942608,-9.213856,-0.85167545,-1.4311148,1.2342131,-8.013706,-4.24856,-4.992656,-5.815061,-5.036848,North
MienBac_1037.wav,0.383384,0.03851049,1402.8740132627045,1396.710110643719,2853.2207160596026,-391.7173,126.86194,-30.022089,31.161644,-4.4358974,-18.905268,2.7512753,-6.686924,-13.909765,5.143375,-7.5432386,-6.5226874,1.7615712,-8.660335,0.32067433,-5.416919,-6.6375895,-2.4083474,-5.3944783,-6.3140244,North
MienBac_1038.wav,0.34324044,0.058692828,1325.5880400738693,1274.4682491472618,2621.6377384754833,-323.50034,148.15427,-48.04817,27.389885,-9.010621,-23.470922,5.783291,-3.4157884,-20.453703,10.733589,-5.9778533,-4.3632045,4.556564,-10.798261,1.6886411,-9.524495,-8.846974,-6.6658335,-6.1780066,-10.544503,North
MienBac_1039.wav,0.40736485,0.037882578,1314.7538883586944,1362.8988650689962,2678.231148097826,-420.26132,134.29991,-29.396238,14.328051,-8.341977,-14.78313,11.825078,-3.556902,-14.841185,8.157131,-2.235161,-6.5067854,-0.6206612,-6.716424,1.3479327,-3.1812325,-8.122048,-2.4114778,-2.4628694,-9.261478,North
MienBac_104.wav,0.412601,0.035966255,1770.8100075205364,1599.7938923284319,3639.643012152778,-378.57187,108.14725,-49.109253,48.4251,-18.266586,-1.3034813,12.21811,-3.1109793,3.109704,4.491208,3.4575648,1.4777986,6.386632,-0.4951658,3.426565,-2.0708253,-0.23504063,4.0875077,-2.159931,3.7909358,North
MienBac_1040.wav,0.4288889,0.045724574,1618.504578699896,1422.8929806516182,3149.8946516481165,-374.12875,118.15112,-44.557846,25.685446,-7.269502,-16.157934,7.2262583,-4.147554,-8.297539,6.4392548,-3.2957025,-2.8366306,0.14342682,-5.968616,2.7064435,-5.409756,-5.785185,-1.7629871,-3.1850276,-7.11595,North
MienBac_1041.wav,0.41119012,0.03527904,1368.45856948718,1458.243903189923,2814.575033629967,-427.37097,113.156715,-12.322467,21.455381,-3.8002646,-15.999767,4.5873675,2.7032151,-12.1185665,3.2501998,-4.368717,-2.098104,2.578189,-6.7043247,3.2972481,-5.6776905,-6.3805428,-3.7806668,-3.085795,-3.8909621,North
MienBac_1042.wav,0.468952,0.025904382,1397.9958253769591,1516.8972428420052,2991.093080782043,-468.279,110.73652,-7.851428,12.921722,-1.1166419,-7.577984,9.859623,-0.69438344,-8.873543,6.0758705,-0.52244085,-2.200224,2.3006155,-3.4831338,0.068764545,-3.1370559,-7.011835,-2.7383592,-0.6585781,-5.1650906,North
MienBac_1043.wav,0.42565522,0.036527433,1423.123261743577,1354.2414150995041,2815.802764892578,-385.57114,131.1875,-40.325687,20.345137,-2.7343132,-18.36455,6.424526,-3.1118307,-13.744983,4.3964696,-5.73169,-4.4145026,0.45751747,-7.7113266,2.148455,-7.1919556,-10.200752,-5.277363,-5.4453406,-7.9927745,North
MienBac_1044.wav,0.47107714,0.051733,1429.3610571444574,1429.3468947198594,2820.9629420230262,-389.81665,121.08159,-24.185112,11.474436,-9.137962,-7.1201906,5.4215074,0.12266381,-8.359837,5.080108,0.85321087,-2.5775027,2.6464255,-5.3845363,-1.6940405,-4.9245834,-4.1651726,-2.6395247,-3.1682284,-4.5811763,North
MienBac_1045.wav,0.45271075,0.025076048,1378.5724579984962,1477.9961936508298,2904.7265625,-437.61243,118.06622,-2.7845728,26.288609,-8.462224,-10.190514,8.02373,-3.2297504,-12.076102,5.5920377,-1.2016021,-4.867479,0.6851071,-5.112823,-0.25421548,-3.6065643,-2.1348186,-1.7960331,-4.6367803,-4.8670726,North
MienBac_1046.wav,0.48377252,0.03130192,1724.5130965387752,1628.74663685706,3477.508779672476,-416.83142,84.29249,-11.499714,35.63558,1.5153168,-9.990154,-0.12504409,-0.73109585,-15.185966,1.1657828,-4.453314,-4.0186744,3.4134216,-8.886812,4.49604,-0.7139054,-6.2889686,-1.1852634,-1.6566105,-5.7642035,North
MienBac_1047.wav,0.43089503,0.047451593,1516.5053801541208,1258.2822864312823,2859.89990234375,-328.42505,143.15387,-69.108025,26.288052,-7.570844,-20.81852,9.393742,-10.087477,-9.787043,7.6303716,-6.995781,-7.566174,-1.9349921,-6.3629594,-1.3036855,-8.599846,-8.039363,-4.614037,-9.001938,-9.550592,North
MienBac_1048.wav,0.42450106,0.042624447,1558.131334975299,1376.26254874604,3020.95458984375,-357.22412,131.62494,-46.043777,26.37753,-4.3030314,-20.11346,-0.5906283,-2.6527991,-9.819473,6.0506673,-3.8703852,-4.9402647,1.0521454,-5.821373,-0.28030297,-5.7662826,-4.6928706,-5.0099134,-3.124423,-6.35969,North
MienBac_1049.wav,0.3893709,0.052725643,1448.014218479561,1303.976887470707,2798.1098043507545,-345.49988,139.07515,-51.955524,13.294435,-12.499484,-16.554256,7.7911463,-6.3303885,-16.443005,8.600682,-3.0692453,-5.683976,2.2849877,-8.19646,0.4918962,-4.439042,-8.498124,-5.308176,-5.1952243,-9.245299,North
MienBac_105.wav,0.44200003,0.04894086,1720.5362950205392,1598.7607513259345,3571.461181640625,-354.66446,107.68698,-44.594765,49.233356,-12.243267,-6.648363,4.599992,-6.879894,5.34735,4.7227707,-3.1281743,1.9443843,5.227361,3.003629,5.9057364,-1.4456937,3.5714402,3.3018782,0.36187017,4.8353353,North
MienBac_1050.wav,0.48660442,0.041492708,1575.4260644856724,1441.5769682703944,3287.9193839380296,-404.88477,117.33153,-46.02931,8.81728,-1.5486461,-10.679873,14.827982,-2.2122006,-9.145925,12.435286,0.82173276,-5.5789003,0.14949317,-1.7256701,2.855331,-5.352008,-6.6595163,-1.023101,-2.4277072,-5.6658835,North
MienBac_1051.wav,0.46049315,0.033305988,1341.8558717453207,1395.2402443962842,2675.6787432740066,-429.54776,131.93452,-13.998393,17.458467,-12.121813,-16.67525,5.4708166,-2.1996446,-10.868635,7.0483656,-2.8617814,-3.5892398,2.3280656,-5.1009364,1.6674192,-2.5244732,-3.8697958,-2.1293845,-3.1258862,-7.4625044,North
MienBac_1052.wav,0.44179988,0.034878653,1349.8046350132388,1382.073137353936,2730.0166560913704,-405.08337,119.696106,-20.676062,15.996109,-4.072318,-10.073029,9.961617,-5.991469,-9.111411,7.967948,-0.5975272,-1.8550814,0.16478033,-4.3281565,0.37257293,-5.4128942,-5.418322,-1.8884048,-4.594394,-5.898243,North
MienBac_1053.wav,0.47081736,0.032847755,1493.8406757864893,1447.9201731055368,3079.412422471374,-422.75836,122.447784,-36.44831,17.238983,1.2553179,-14.856622,0.76002,-4.7848563,-4.927008,8.3271055,-3.2333012,-2.405518,1.5595298,-3.094657,4.579872,-3.7163,-6.562658,-2.3452427,-1.1268667,-5.4496255,North
MienBac_1054.wav,0.39385405,0.04053865,1357.39875937707,1396.1727954975083,2754.7119140625,-405.41776,129.63144,-28.35187,17.975046,-8.066095,-16.897264,6.1985345,-1.6713128,-16.06787,9.194633,-0.95411825,-7.4923654,-0.31225836,-6.9744225,1.9103655,-4.98636,-7.249947,-5.168265,-5.809751,-9.846807,North
MienBac_1055.wav,0.37073436,0.04163176,1473.0735304430543,1303.7177325320224,2919.0864894701085,-343.69016,146.55168,-58.4762,26.563625,-5.5407133,-18.186962,7.290716,-9.110921,-10.76417,8.759017,-6.9347024,-6.777218,-0.19083585,-7.764961,-1.3631173,-7.19771,-6.303065,-3.8386834,-6.7786555,-8.947264,North
MienBac_1056.wav,0.4793478,0.03852491,1524.8828589195298,1326.2838638314154,2983.88671875,-384.31165,144.75304,-58.592056,13.978068,-12.1076,-20.232016,10.179342,-0.6834138,-3.5579536,8.501861,-0.88324136,-5.4805155,0.81944436,-1.1630808,-1.4437283,-4.1002584,-5.178604,-3.3543718,-0.6696754,-5.710294,North
MienBac_1057.wav,0.33894473,0.046905372,1258.0077942329153,1244.154208582845,2520.2129657451924,-347.44766,146.18808,-43.10126,30.354923,0.19964813,-26.677813,2.2817998,-6.102632,-19.012583,8.381262,-9.1230345,-8.397219,2.793506,-8.76307,0.60347927,-10.042879,-9.193307,-4.9043,-6.194003,-9.498691,North
MienBac_1058.wav,0.402599,0.036975104,1496.6563263389796,1434.0994942480706,3017.3051313920455,-381.38693,119.13339,-24.71562,33.941242,1.8692837,-18.802128,0.8836989,-0.98265326,-12.946095,1.8943012,-5.6358824,-4.3647776,-0.229863,-8.985581,2.1374867,-2.8633382,-6.632317,-5.6538577,-3.7082686,-6.225026,North
MienBac_1059.wav,0.43777335,0.03392255,1628.9556928174914,1544.1860298058607,3273.4663529829545,-427.7361,103.976456,-23.645658,25.221657,0.48849106,-1.9572952,-0.45335343,-1.4887338,-2.6909585,4.2419586,-3.863323,-4.9274178,1.1031039,-4.2027736,1.2340447,-5.6453514,-6.880062,-1.8502138,-1.5109155,-4.244815,North
MienBac_106.wav,0.47379655,0.024774821,1734.9400036250188,1789.3745609278233,3858.123083959652,-437.59955,94.78903,-17.087236,45.80413,-16.24036,5.547386,17.494549,-8.935675,4.3656726,9.624262,3.575796,5.283258,8.712651,1.9341235,6.325131,3.6624246,0.76989436,4.6106887,0.073633365,-0.6990658,North
MienBac_1060.wav,0.40428108,0.069505975,1302.5907644541173,1296.5110646665346,2603.7063741238317,-326.49405,148.0529,-48.805267,31.55977,-1.1864164,-19.129467,-0.1550737,2.138636,-11.24102,8.5719385,-5.0800486,-5.290928,1.3798863,-7.6191425,1.9884566,-8.240011,-7.582516,-7.7131953,-3.5124002,-9.51601,North
MienBac_1061.wav,0.4227425,0.04336154,1432.5690518840502,1344.85143830451,2785.7559397250793,-360.26373,137.20038,-36.802437,18.326883,-9.40301,-13.071508,3.7797205,-5.640272,-12.540619,4.694205,-4.0706797,-3.6165056,0.13156717,-7.17603,1.7056147,-5.4168177,-7.43401,-5.0696363,-3.9521036,-7.785271,North
MienBac_1062.wav,0.39496803,0.04644325,1405.8952407694264,1336.1730236057242,2778.4019733297414,-353.02774,136.20013,-43.182045,29.500788,-8.337147,-23.000103,5.90027,-7.801115,-14.961841,8.389779,-8.851006,-4.98142,2.1771748,-8.061798,-0.38473582,-7.719065,-6.534658,-5.184101,-4.712044,-8.568748,North
MienBac_1063.wav,0.39796337,0.03675813,1332.2233600460634,1314.0363933135807,2604.0001376363257,-379.08347,143.70178,-41.883335,24.897797,-4.4706917,-14.009238,3.1069045,-7.6297097,-11.1733265,7.037123,-3.9464202,-3.4521985,0.60185343,-6.7230806,1.8248394,-5.7676697,-5.4332614,-1.0268316,-3.8584108,-8.492908,North
MienBac_1064.wav,0.38454196,0.044395566,1256.784996710976,1308.4668233487364,2508.024729330709,-383.60535,136.43619,-32.52298,18.767975,-5.266744,-15.564613,9.88976,-3.9782073,-12.155837,7.7887554,-3.864198,-4.048015,0.38270584,-6.1975884,2.607217,-1.9917833,-6.5179176,-5.1455517,-2.5998995,-6.9054456,North
MienBac_1065.wav,0.41935122,0.044329647,1330.3051360239967,1405.782394072879,2801.708984375,-388.81268,140.37378,-27.289871,20.042015,-7.695283,-8.781235,5.0494843,-3.1230147,-18.122364,7.706506,1.5618453,-7.143542,1.8110809,-9.297809,-2.5625455,-3.4683185,-7.495653,-6.751584,-3.85143,-8.599046,North
MienBac_1066.wav,0.40967113,0.031142227,1431.4151250205723,1424.492746070219,2954.3398649796195,-421.06833,128.90833,-33.561897,24.510271,1.5762229,-9.485951,10.098664,-2.9237702,-18.301537,3.7302423,-3.4230905,-6.6328974,0.49767905,-7.0996556,2.1508205,-2.7465816,-6.010215,-2.353487,-1.9888244,-5.7325687,North
MienBac_1067.wav,0.35910663,0.050955582,1338.4326009971414,1315.0520905198002,2687.3291015625,-354.75885,134.98914,-41.866993,24.660742,-5.9253287,-22.65533,2.8207805,-7.33954,-17.011852,10.029149,-4.1218505,-3.9578476,1.3327906,-6.046044,3.8460042,-6.249833,-7.4701085,-5.9759746,-4.0549784,-11.392644,North
MienBac_1068.wav,0.39311033,0.038016196,1511.8243507521024,1407.1284802045122,3047.7399040670957,-355.62186,140.66562,-50.76191,44.682655,-4.3998566,-21.143967,-2.418178,-4.924771,-13.721336,9.4224205,-7.207604,-5.1181602,2.7528765,-8.619702,1.8494657,-7.411326,-4.215645,-6.6990013,-4.0917373,-7.3389587,North
MienBac_1069.wav,0.45078674,0.039212152,1711.4754478138987,1455.8466950199804,3231.0970052083335,-390.73822,126.56913,-36.31313,16.292097,-22.029379,-12.640473,7.4798627,0.32914898,-13.059669,5.101275,-5.063767,-4.7396965,2.3005567,-9.40585,0.8501546,-3.5903184,-5.415277,-3.2758605,-1.9396439,-9.912154,North
